rep,n_loans,central_trapped_b,central_share_pct,null_trapped_b,null_share_pct,marginal_b,marginal_pp
123,68230,766.8218596286022,100.2711488907838,719.2969041258688,94.05669134838864,47.524955502733405,6.2144575423951665
124,75570,768.9701082681687,100.55205814824386,731.337368839559,95.63112642070831,37.63273942860974,4.920931727535546
125,77048,769.640353431964,100.63970073663432,728.6575261269704,95.28070486677922,40.98282730499352,5.358995869855107
126,71291,767.1625937221816,100.31570395738822,730.8715238779018,95.57021160858628,36.29106984427972,4.745492348801946
127,76448,769.3372696307334,100.60006889701216,737.1952886887025,96.3971196510894,32.141980942030955,4.202949245922767
128,76183,768.5083487452315,100.4916775562005,722.4914513212797,94.47441668243796,46.01689742395183,6.017260873762538
129,54805,765.998135497093,100.16343708784241,714.6799094927713,93.45296396311629,51.31822600432167,6.710473124726121
130,102110,768.2639410483118,100.45971832047948,723.6960840816191,94.6319368539798,44.567856966692716,5.827781466499687
131,61567,770.2055005735067,100.7136004989628,720.6547990417865,94.23425238369609,49.550701531720165,6.479348115266717
132,43596,766.3139321456061,100.20473128461663,718.5492692990933,93.95892913400962,47.764662846512806,6.245802150607005
133,74237,771.8816563979458,100.93277796257591,734.3523129404193,96.02536649751204,37.529343457526465,4.907411465063873
134,80461,765.3265672974348,100.07562149665561,726.8434220174095,95.04348901150709,38.48314528002538,5.032132485148523
